Customer_ID,Transaction_ID,High Value Transaction,Repeating Customer,Customer Total Spend,Average Order Value,Purchase Frequency,Purchase Recency,Category Diversity,High/Low Value Customers,Most Revenue Segment,Repeating Behavior Pattern
C413,T35650,1,1,4964.041066441745,551.5601184935272,9,1018.0,5,High Value Customer,31818745.053736106,524.8744898897567
C2146,T35654,0,1,9758.67528205309,542.1486267807272,18,823.0,7,High Value Customer,31818745.053736106,524.8744898897567
C2438,T35655,1,1,6765.661155687175,520.435473514398,13,51.0,6,High Value Customer,31818745.053736106,524.8744898897567
C3600,T35659,0,1,7225.049355033239,555.7730273102492,13,146.0,6,High Value Customer,31818745.053736106,524.8744898897567
C2589,T35666,1,1,4463.572227903136,495.95246976701515,9,22.0,4,High Value Customer,31818745.053736106,524.8744898897567
C4332,T35667,0,1,5592.39812420404,508.39982947309454,11,660.0,5,High Value Customer,31818745.053736106,524.8744898897567
C2973,T35669,1,1,4857.373256646795,539.7081396274217,9,702.0,5,High Value Customer,31818745.053736106,524.8744898897567
C2290,T35670,1,1,8913.994528386129,742.8328773655107,12,438.0,5,High Value Customer,31818745.053736106,524.8744898897567
C3891,T35673,1,1,5977.729370521752,543.4299427747047,11,1516.0,5,High Value Customer,31818745.053736106,524.8744898897567
C1108,T35675,0,1,11024.804303192146,551.2402151596073,20,50.0,5,High Value Customer,31818745.053736106,524.8744898897567
C3428,T35676,1,1,6041.86014880187,604.186014880187,10,189.0,6,High Value Customer,31818745.053736106,524.8744898897567
C4998,T39210,1,1,3712.468121730847,618.7446869551412,6,1101.0,5,High Value Customer,31818745.053736106,524.8744898897567
C4724,T35679,1,1,7740.591887913491,516.0394591942327,15,608.0,6,High Value Customer,31818745.053736106,524.8744898897567
C4650,T35680,0,1,4262.205993737204,387.4732721579276,11,7.0,6,High Value Customer,31818745.053736106,524.8744898897567
C2494,T35684,1,1,8498.810785739222,499.93004621995425,17,188.0,5,High Value Customer,31818745.053736106,524.8744898897567
C1706,T35685,0,1,10847.954471894327,602.6641373274626,18,32.0,5,High Value Customer,31818745.053736106,524.8744898897567
C3703,T35686,0,1,7696.538434147504,481.033652134219,16,400.0,6,High Value Customer,31818745.053736106,524.8744898897567
C3597,T35691,0,1,5801.263300813108,580.1263300813108,10,122.0,7,High Value Customer,31818745.053736106,524.8744898897567
C2028,T35692,0,1,5298.609735120802,481.69179410189105,11,11.0,4,High Value Customer,31818745.053736106,524.8744898897567
C2930,T35693,1,1,8140.543894475792,542.7029262983862,15,179.0,7,High Value Customer,31818745.053736106,524.8744898897567
C4810,T35696,0,1,5170.281971460268,517.0281971460269,10,42.0,4,High Value Customer,31818745.053736106,524.8744898897567
C4810,T35697,1,1,5170.281971460268,517.0281971460269,10,42.0,4,High Value Customer,31818745.053736106,524.8744898897567
C4477,T35699,1,1,6258.7814448300105,568.9801313481828,11,46.0,5,High Value Customer,31818745.053736106,524.8744898897567
C2265,T35700,0,1,5281.030535786437,586.7811706429375,9,819.0,7,High Value Customer,31818745.053736106,524.8744898897567
C241,T35701,1,1,5092.229306457982,727.4613294939974,7,1474.0,5,High Value Customer,31818745.053736106,524.8744898897567
C4573,T35702,0,1,7607.09392043815,543.3638514598679,14,97.0,7,High Value Customer,31818745.053736106,524.8744898897567
C867,T35703,0,1,5205.952957986888,473.2684507260807,11,391.0,6,High Value Customer,31818745.053736106,524.8744898897567
C3913,T35704,0,1,4960.879836331346,620.1099795414183,8,1157.0,3,High Value Customer,31818745.053736106,524.8744898897567
C3602,T35705,0,1,9350.500829274313,584.4063018296446,16,66.0,4,High Value Customer,31818745.053736106,524.8744898897567
C295,T35708,0,1,11845.535181028768,493.56396587619867,24,244.0,8,High Value Customer,31818745.053736106,524.8744898897567
C2578,T35710,1,1,8512.080270140938,448.0042247442599,19,286.0,6,High Value Customer,31818745.053736106,524.8744898897567
C871,T35713,0,1,6832.697708494758,525.5921314226737,13,342.0,6,High Value Customer,31818745.053736106,524.8744898897567
C948,T35714,1,1,5489.9568806520865,457.4964067210072,12,546.0,6,High Value Customer,31818745.053736106,524.8744898897567
C4614,T35715,0,1,6195.174331601318,476.55187166163984,13,314.0,7,High Value Customer,31818745.053736106,524.8744898897567
C2934,T35716,0,1,5814.2844831682905,528.5713166516628,11,216.0,5,High Value Customer,31818745.053736106,524.8744898897567
C4477,T35718,1,1,6258.7814448300105,568.9801313481828,11,46.0,5,High Value Customer,31818745.053736106,524.8744898897567
C221,T35719,1,1,8769.37669446239,584.6251129641593,15,50.0,7,High Value Customer,31818745.053736106,524.8744898897567
C4146,T35721,0,1,10120.837031587118,532.6756332414272,19,252.0,9,High Value Customer,31818745.053736106,524.8744898897567
C4146,T35722,1,1,10120.837031587118,532.6756332414272,19,252.0,9,High Value Customer,31818745.053736106,524.8744898897567
C3402,T35726,1,1,8339.627647561761,463.3126470867645,18,1.0,8,High Value Customer,31818745.053736106,524.8744898897567
C2161,T35727,0,1,6899.178434607132,492.79845961479515,14,269.0,5,High Value Customer,31818745.053736106,524.8744898897567
C4205,T35729,1,1,5677.1407708975585,567.7140770897558,10,4.0,5,High Value Customer,31818745.053736106,524.8744898897567
C552,T35731,0,1,8142.7116642721585,508.9194790170099,16,485.0,9,High Value Customer,31818745.053736106,524.8744898897567
C2850,T35733,0,1,5880.7439262052285,490.0619938504357,12,982.0,7,High Value Customer,31818745.053736106,524.8744898897567
C2151,T35734,0,1,9095.491858620308,649.6779899014506,14,1244.0,5,High Value Customer,31818745.053736106,524.8744898897567
C1647,T35736,0,1,5512.833441258274,501.16667647802495,11,4.0,6,High Value Customer,31818745.053736106,524.8744898897567
C1629,T35737,0,1,3333.5784201833903,416.6973025229238,8,471.0,5,High Value Customer,31818745.053736106,524.8744898897567
C1629,T35738,0,1,3333.5784201833903,416.6973025229238,8,471.0,5,High Value Customer,31818745.053736106,524.8744898897567
C499,T35739,0,1,9620.294066620776,534.460781478932,18,54.0,5,High Value Customer,31818745.053736106,524.8744898897567
C2735,T35740,0,1,8132.642690404271,580.9030493145908,14,883.0,5,High Value Customer,31818745.053736106,524.8744898897567
C606,T35741,1,1,9393.577301029258,626.2384867352838,15,277.0,7,High Value Customer,31818745.053736106,524.8744898897567
C3441,T35742,0,1,2781.6695037164213,397.38135767377446,7,15.0,3,High Value Customer,31818745.053736106,524.8744898897567
C1611,T35743,1,1,7213.333650101605,480.88891000677364,15,899.0,6,High Value Customer,31818745.053736106,524.8744898897567
C1103,T35744,0,1,5491.909674671916,549.1909674671916,10,1356.0,6,High Value Customer,31818745.053736106,524.8744898897567
C291,T35745,1,1,5985.738711829976,544.158064711816,11,580.0,5,High Value Customer,31818745.053736106,524.8744898897567
C1061,T35747,0,1,9186.4118763119,656.1722768794215,14,,6,High Value Customer,31818745.053736106,524.8744898897567
C1104,T35748,1,1,10303.703678252434,572.4279821251353,18,153.0,5,High Value Customer,31818745.053736106,524.8744898897567
C695,T35750,1,1,5950.378739236102,457.72144147970016,13,30.0,6,High Value Customer,31818745.053736106,524.8744898897567
C767,T35751,0,1,2865.1920094985503,573.03840189971,5,400.0,3,High Value Customer,31818745.053736106,524.8744898897567
C078,T35752,0,1,4925.550537106351,328.37003580709006,15,10.0,5,High Value Customer,31818745.053736106,524.8744898897567
C078,T35753,0,1,4925.550537106351,328.37003580709006,15,10.0,5,High Value Customer,31818745.053736106,524.8744898897567
C4804,T35754,0,1,6800.770514717809,485.76932247984354,14,1646.0,7,High Value Customer,31818745.053736106,524.8744898897567
C1244,T35757,1,1,7217.289702824086,555.1761309864681,13,33.0,6,High Value Customer,31818745.053736106,524.8744898897567
C1297,T35758,0,1,5815.158358996592,484.5965299163827,12,753.0,6,High Value Customer,31818745.053736106,524.8744898897567
C1758,T35760,1,1,5838.6216502199095,486.5518041849925,12,11.0,4,High Value Customer,31818745.053736106,524.8744898897567
C2445,T35765,0,1,8996.815928002516,642.6297091430368,14,96.0,4,High Value Customer,31818745.053736106,524.8744898897567
C1841,T35766,0,1,6597.719012191934,471.26564372799527,14,218.0,6,High Value Customer,31818745.053736106,524.8744898897567
C4588,T35769,1,1,7282.542842408931,520.181631600638,14,1004.0,7,High Value Customer,31818745.053736106,524.8744898897567
C3864,T35771,0,1,5611.19673546169,510.1087941328809,11,38.0,5,High Value Customer,31818745.053736106,524.8744898897567
C1727,T35774,0,1,9457.441538770794,525.4134188205996,18,88.0,7,High Value Customer,31818745.053736106,524.8744898897567
C1309,T35776,1,1,4783.761540302158,597.9701925377698,8,227.0,4,High Value Customer,31818745.053736106,524.8744898897567
C1648,T35777,1,1,9554.011407788868,636.9340938525912,15,59.0,8,High Value Customer,31818745.053736106,524.8744898897567
C1169,T35779,1,1,7403.409804373514,569.4930618748857,13,180.0,5,High Value Customer,31818745.053736106,524.8744898897567
C783,T35781,1,1,7276.177003897891,606.3480836581576,12,246.0,7,High Value Customer,31818745.053736106,524.8744898897567
C1583,T35782,1,1,6912.636366349825,460.8424244233217,15,31.0,7,High Value Customer,31818745.053736106,524.8744898897567
C4865,T35783,0,1,7870.117279058273,562.151234218448,14,144.0,6,High Value Customer,31818745.053736106,524.8744898897567
C3120,T35784,1,1,12211.221580332394,581.4867419205902,21,139.0,8,High Value Customer,31818745.053736106,524.8744898897567
C3067,T35786,0,1,5450.095667611992,495.4632425101811,11,794.0,5,High Value Customer,31818745.053736106,524.8744898897567
C1520,T35787,1,1,10390.537333616134,519.5268666808067,20,53.0,6,High Value Customer,31818745.053736106,524.8744898897567
C4640,T35788,0,1,3896.044573442782,556.5777962061118,7,,4,High Value Customer,31818745.053736106,524.8744898897567
C2491,T35790,0,1,5071.1428786402,507.11428786402,10,1624.0,4,High Value Customer,31818745.053736106,524.8744898897567
C1488,T35791,1,1,8438.090041716172,649.0838493627824,13,505.0,5,High Value Customer,31818745.053736106,524.8744898897567
C3277,T65426,1,1,7059.887240433529,441.24295252709555,16,72.0,5,High Value Customer,31818745.053736106,524.8744898897567
C1676,T35793,1,1,4039.002864596481,504.8753580745601,8,265.0,4,High Value Customer,31818745.053736106,524.8744898897567
C163,T35796,0,1,8976.167699606092,561.0104812253808,16,159.0,7,High Value Customer,31818745.053736106,524.8744898897567
C1771,T35800,1,1,6097.787611080452,554.344328280041,11,480.0,5,High Value Customer,31818745.053736106,524.8744898897567
C2545,T35801,1,1,6564.17919550733,656.417919550733,10,,5,High Value Customer,31818745.053736106,524.8744898897567
C4763,T35802,0,1,5255.8089580808255,477.80081437098414,11,84.0,4,High Value Customer,31818745.053736106,524.8744898897567
C1478,T35807,1,1,6368.054130221339,578.9140118383035,11,182.0,5,High Value Customer,31818745.053736106,524.8744898897567
C901,T35808,1,1,11205.022455303057,659.1189679590034,17,152.0,5,High Value Customer,31818745.053736106,524.8744898897567
C4261,T35809,1,1,3333.5982199838177,416.6997774979772,8,152.0,5,High Value Customer,31818745.053736106,524.8744898897567
C1109,T35810,0,1,7777.358914659571,486.0849321662232,16,48.0,6,High Value Customer,31818745.053736106,524.8744898897567
C4817,T35812,1,1,7828.191902985673,652.349325248806,12,849.0,7,High Value Customer,31818745.053736106,524.8744898897567
C2862,T35813,1,1,8451.482668883247,469.5268149379582,18,49.0,7,High Value Customer,31818745.053736106,524.8744898897567
C3370,T35815,1,1,4182.341959439082,597.4774227770116,7,564.0,4,High Value Customer,31818745.053736106,524.8744898897567
C1551,T35816,0,1,6232.874609319178,519.4062174432648,12,195.0,5,High Value Customer,31818745.053736106,524.8744898897567
C3960,T35817,0,1,5310.095163913225,531.0095163913226,10,596.0,5,High Value Customer,31818745.053736106,524.8744898897567
C4348,T35819,0,1,7058.373998296427,542.9518460228021,13,172.0,5,High Value Customer,31818745.053736106,524.8744898897567
C3214,T35820,0,1,9689.350774874954,509.96583025657657,19,165.0,5,High Value Customer,31818745.053736106,524.8744898897567
C2317,T35821,1,1,7849.153788584248,654.0961490486874,12,134.0,7,High Value Customer,31818745.053736106,524.8744898897567
C2302,T35822,0,1,7017.860197362584,584.8216831135486,12,89.0,7,High Value Customer,31818745.053736106,524.8744898897567
C4618,T35823,0,1,10840.75763111312,542.037881555656,20,427.0,7,High Value Customer,31818745.053736106,524.8744898897567
C009,T35824,0,1,8919.10004119715,469.4263179577448,19,91.0,6,High Value Customer,31818745.053736106,524.8744898897567
C2304,T35825,0,1,4589.099409363696,573.637426170462,8,78.0,5,High Value Customer,31818745.053736106,524.8744898897567
C4388,T35826,1,1,10758.37518684428,537.918759342214,20,319.0,6,High Value Customer,31818745.053736106,524.8744898897567
C483,T35828,1,1,8004.865159671185,470.87442115712855,17,410.0,7,High Value Customer,31818745.053736106,524.8744898897567
C2431,T35829,1,1,7601.2028167407525,542.9430583386252,14,588.0,8,High Value Customer,31818745.053736106,524.8744898897567
C799,T35831,1,1,7304.9869765619505,456.5616860351219,16,386.0,7,High Value Customer,31818745.053736106,524.8744898897567
C1082,T35832,0,1,7413.909128562675,463.36932053516716,16,456.0,7,High Value Customer,31818745.053736106,524.8744898897567
C684,T35833,0,1,7091.6182433169915,545.5090956397686,13,1038.0,5,High Value Customer,31818745.053736106,524.8744898897567
C2764,T35834,1,1,6882.994342616258,529.4611032781737,13,1053.0,7,High Value Customer,31818745.053736106,524.8744898897567
C2191,T35835,0,1,4258.32162935113,473.14684770568107,9,148.0,4,High Value Customer,31818745.053736106,524.8744898897567
C2543,T35837,1,1,5509.856792567241,459.15473271393677,12,91.0,5,High Value Customer,31818745.053736106,524.8744898897567
C997,T35838,1,1,5495.675482021956,549.5675482021956,10,496.0,5,High Value Customer,31818745.053736106,524.8744898897567
C947,T35839,1,1,9211.476369635233,575.7172731022021,16,88.0,6,High Value Customer,31818745.053736106,524.8744898897567
C1177,T35840,1,1,5669.838064484673,515.4398240440612,11,737.0,6,High Value Customer,31818745.053736106,524.8744898897567
C2017,T35841,1,1,7694.0692310137265,591.8514793087481,13,450.0,7,High Value Customer,31818745.053736106,524.8744898897567
C2070,T35843,0,1,6185.631155699267,441.83079683566194,14,160.0,6,High Value Customer,31818745.053736106,524.8744898897567
C3085,T35844,1,1,7689.661793582466,512.6441195721644,15,106.0,5,High Value Customer,31818745.053736106,524.8744898897567
C1000,T35845,0,1,3121.662450478969,390.2078063098711,8,331.0,6,High Value Customer,31818745.053736106,524.8744898897567
C857,T35848,0,1,1790.1746394932834,255.7392342133262,7,976.0,7,High Value Customer,31818745.053736106,524.8744898897567
C4105,T35849,0,1,2465.02000606916,493.004001213832,5,976.0,4,High Value Customer,31818745.053736106,524.8744898897567
C4275,T35851,1,1,8661.004257863746,481.16690321465256,18,186.0,8,High Value Customer,31818745.053736106,524.8744898897567
C658,T35854,0,1,5845.664627375302,449.66650979810015,13,202.0,4,High Value Customer,31818745.053736106,524.8744898897567
C3861,T35857,1,1,7638.016230476212,509.20108203174743,15,366.0,6,High Value Customer,31818745.053736106,524.8744898897567
C1113,T35859,1,1,10199.389612087216,599.9640948286598,17,364.0,8,High Value Customer,31818745.053736106,524.8744898897567
C310,T35860,1,1,10708.442751801636,509.9258453238875,21,114.0,6,High Value Customer,31818745.053736106,524.8744898897567
C4393,T35861,0,1,3286.246246710442,469.4637495300631,7,1109.0,4,High Value Customer,31818745.053736106,524.8744898897567
C4877,T35863,1,1,7750.268099650958,516.6845399767305,15,848.0,5,High Value Customer,31818745.053736106,524.8744898897567
C3940,T35867,1,1,4985.636153650921,498.5636153650921,10,348.0,3,High Value Customer,31818745.053736106,524.8744898897567
C1993,T35869,0,1,5797.489857108247,445.9607582390959,13,606.0,6,High Value Customer,31818745.053736106,524.8744898897567
C2608,T35870,1,1,3200.674876756823,400.08435959460286,8,30.0,6,High Value Customer,31818745.053736106,524.8744898897567
C171,T35871,1,1,6198.305482794399,563.4823166176726,11,911.0,6,High Value Customer,31818745.053736106,524.8744898897567
C593,T35872,0,1,6691.003654965297,418.18772843533105,16,406.0,6,High Value Customer,31818745.053736106,524.8744898897567
C3291,T35876,0,1,8074.699383255511,576.7642416611079,14,300.0,4,High Value Customer,31818745.053736106,524.8744898897567
C1326,T35877,0,1,4094.356330773331,454.9284811970368,9,1226.0,5,High Value Customer,31818745.053736106,524.8744898897567
C2199,T35879,0,1,7099.510023457323,507.1078588183802,14,254.0,4,High Value Customer,31818745.053736106,524.8744898897567
C1085,T35881,0,1,5377.800216472994,413.6769397286919,13,553.0,5,High Value Customer,31818745.053736106,524.8744898897567
C243,T35883,0,1,10184.740563185062,599.1023860697095,17,122.0,8,High Value Customer,31818745.053736106,524.8744898897567
C448,T35889,1,1,7871.3297162022245,463.0193950707191,17,436.0,7,High Value Customer,31818745.053736106,524.8744898897567
C1656,T35890,0,1,3119.203384007806,389.90042300097576,8,581.0,5,High Value Customer,31818745.053736106,524.8744898897567
C729,T35894,1,1,11387.535330509721,542.2635871671296,21,508.0,9,High Value Customer,31818745.053736106,524.8744898897567
C3853,T35897,0,1,5252.311087939264,404.02392984148184,13,33.0,5,High Value Customer,31818745.053736106,524.8744898897567
C674,T35898,0,1,7273.431856930704,519.5308469236218,14,875.0,9,High Value Customer,31818745.053736106,524.8744898897567
C2587,T35899,0,1,6526.379104800503,593.3071913455003,11,473.0,5,High Value Customer,31818745.053736106,524.8744898897567
C1623,T35901,1,1,3541.369128471782,354.1369128471782,10,1521.0,5,High Value Customer,31818745.053736106,524.8744898897567
C1623,T35902,0,1,3541.369128471782,354.1369128471782,10,1521.0,5,High Value Customer,31818745.053736106,524.8744898897567
C3693,T35903,1,1,4550.772967185341,413.7066333804856,11,1155.0,7,High Value Customer,31818745.053736106,524.8744898897567
C427,T35904,0,1,6177.690599439694,441.2636142456924,14,135.0,6,High Value Customer,31818745.053736106,524.8744898897567
C427,T35905,0,1,6177.690599439694,441.2636142456924,14,135.0,6,High Value Customer,31818745.053736106,524.8744898897567
C3586,T35906,1,1,4024.3293428926727,574.9041918418104,7,97.0,6,High Value Customer,31818745.053736106,524.8744898897567
C634,T35908,1,1,8646.908391189967,540.4317744493729,16,35.0,6,High Value Customer,31818745.053736106,524.8744898897567
C1793,T35910,0,1,5054.7539654578895,505.47539654578895,10,38.0,5,High Value Customer,31818745.053736106,524.8744898897567
C370,T35911,1,1,5456.7805873903035,606.3089541544782,9,435.0,5,High Value Customer,31818745.053736106,524.8744898897567
C027,T35912,1,1,9112.626186715279,479.61190456396207,19,574.0,9,High Value Customer,31818745.053736106,524.8744898897567
C3906,T35914,0,1,10082.389448705193,593.081732276776,17,860.0,6,High Value Customer,31818745.053736106,524.8744898897567
C3163,T35916,1,1,6220.381441389714,518.3651201158095,12,679.0,4,High Value Customer,31818745.053736106,524.8744898897567
C1408,T35917,0,1,6295.6912206730885,572.3355655157353,11,467.0,6,High Value Customer,31818745.053736106,524.8744898897567
C903,T35918,1,1,11796.735987285481,589.836799364274,20,49.0,6,High Value Customer,31818745.053736106,524.8744898897567
C1993,T35921,1,1,5797.489857108247,445.9607582390959,13,606.0,6,High Value Customer,31818745.053736106,524.8744898897567
C2544,T35922,1,1,11091.350193329403,528.1595330156858,21,285.0,7,High Value Customer,31818745.053736106,524.8744898897567
C3942,T35927,0,1,8930.563311131595,525.3272535959761,17,1333.0,7,High Value Customer,31818745.053736106,524.8744898897567
C3283,T35930,1,1,6839.076472032674,488.50546228804814,14,1127.0,6,High Value Customer,31818745.053736106,524.8744898897567
C4051,T35932,0,1,6115.090753239061,509.5908961032551,12,356.0,4,High Value Customer,31818745.053736106,524.8744898897567
C125,T35934,1,1,4135.6549070433375,516.9568633804172,8,591.0,4,High Value Customer,31818745.053736106,524.8744898897567
C1821,T35936,1,1,7494.72292289783,681.3384475361664,11,587.0,5,High Value Customer,31818745.053736106,524.8744898897567
C136,T35937,1,1,5775.303784938562,577.5303784938562,10,813.0,5,High Value Customer,31818745.053736106,524.8744898897567
C2305,T35938,1,1,7373.794665292495,567.2149742532688,13,927.0,5,High Value Customer,31818745.053736106,524.8744898897567
C407,T35939,1,1,10065.468385379092,529.7614939673207,19,177.0,6,High Value Customer,31818745.053736106,524.8744898897567
C2864,T35940,1,1,3002.224373512505,500.3707289187508,6,623.0,3,High Value Customer,31818745.053736106,524.8744898897567
C354,T35941,1,1,8310.427136965864,415.5213568482932,20,281.0,7,High Value Customer,31818745.053736106,524.8744898897567
C3439,T35942,1,1,7342.384243588401,524.4560173991715,14,150.0,5,High Value Customer,31818745.053736106,524.8744898897567
C1868,T35943,1,1,13262.523343684024,631.5487306516202,21,222.0,5,High Value Customer,31818745.053736106,524.8744898897567
C4310,T35944,1,1,6123.980262209003,556.7254783826367,11,337.0,8,High Value Customer,31818745.053736106,524.8744898897567
C3912,T35945,0,1,5152.706843758438,468.42789488713066,11,26.0,6,High Value Customer,31818745.053736106,524.8744898897567
C1749,T35946,1,1,8675.228859146175,481.95715884145415,18,35.0,6,High Value Customer,31818745.053736106,524.8744898897567
C643,T35948,0,1,6608.419179382145,440.5612786254763,15,547.0,5,High Value Customer,31818745.053736106,524.8744898897567
C1815,T35951,0,1,6425.4199895223655,401.58874934514785,16,387.0,5,High Value Customer,31818745.053736106,524.8744898897567
C136,T35954,0,1,5775.303784938562,577.5303784938562,10,813.0,5,High Value Customer,31818745.053736106,524.8744898897567
C3450,T35961,1,1,5958.045558337371,496.50379652811426,12,637.0,5,High Value Customer,31818745.053736106,524.8744898897567
C4862,T35963,0,1,4924.213269867458,378.7856361436506,13,614.0,5,High Value Customer,31818745.053736106,524.8744898897567
C1212,T35964,1,1,10213.768043165988,600.809884892117,17,387.0,6,High Value Customer,31818745.053736106,524.8744898897567
C2155,T35966,1,1,7701.680182993662,550.1200130709759,14,991.0,7,High Value Customer,31818745.053736106,524.8744898897567
C162,T35967,1,1,9660.479436048372,568.2634962381395,17,16.0,7,High Value Customer,31818745.053736106,524.8744898897567
C2181,T35969,0,1,10074.027876097423,592.5898750645543,17,443.0,6,High Value Customer,31818745.053736106,524.8744898897567
C1601,T35970,1,1,8302.742044278522,754.7947312980475,11,,5,High Value Customer,31818745.053736106,524.8744898897567
C3350,T35971,1,1,5253.034562726645,583.6705069696272,9,546.0,7,High Value Customer,31818745.053736106,524.8744898897567
C318,T35976,0,1,7704.001899015328,642.0001582512773,12,127.0,6,High Value Customer,31818745.053736106,524.8744898897567
C3956,T35978,1,1,12103.753218351252,637.0396430711186,19,619.0,6,High Value Customer,31818745.053736106,524.8744898897567
C3956,T35979,1,1,12103.753218351252,637.0396430711186,19,619.0,6,High Value Customer,31818745.053736106,524.8744898897567
C951,T35980,0,1,5211.5918245901485,434.2993187158457,12,861.0,6,High Value Customer,31818745.053736106,524.8744898897567
C3788,T35981,0,1,6347.392700960452,577.0357000873138,11,495.0,6,High Value Customer,31818745.053736106,524.8744898897567
C4569,T35982,1,1,7792.035932948696,556.5739952106212,14,651.0,5,High Value Customer,31818745.053736106,524.8744898897567
C1387,T35983,1,1,6532.632259465595,466.6165899618282,14,197.0,7,High Value Customer,31818745.053736106,524.8744898897567
C2042,T35984,0,1,9148.306997556045,538.1357057385909,17,266.0,5,High Value Customer,31818745.053736106,524.8744898897567
C1060,T35988,1,1,9132.730890889346,608.8487260592898,15,169.0,6,High Value Customer,31818745.053736106,524.8744898897567
C1060,T35989,0,1,9132.730890889346,608.8487260592898,15,169.0,6,High Value Customer,31818745.053736106,524.8744898897567
C3820,T35991,0,1,6939.777795926762,533.8290612251355,13,311.0,6,High Value Customer,31818745.053736106,524.8744898897567
C4176,T35992,0,1,5297.81635638975,407.52433510690383,13,645.0,6,High Value Customer,31818745.053736106,524.8744898897567
C1910,T35993,0,1,5858.627985352658,450.6636911809737,13,191.0,5,High Value Customer,31818745.053736106,524.8744898897567
C2090,T35994,0,1,7221.539888442615,481.435992562841,15,17.0,4,High Value Customer,31818745.053736106,524.8744898897567
C1908,T35995,1,1,4930.19950094413,448.1999546312845,11,356.0,5,High Value Customer,31818745.053736106,524.8744898897567
C1341,T35998,0,1,4946.772105567224,449.7065550515658,11,1325.0,5,High Value Customer,31818745.053736106,524.8744898897567
C3081,T35999,1,1,8623.026024738308,479.0570013743505,18,103.0,9,High Value Customer,31818745.053736106,524.8744898897567
C4888,T36000,1,1,10448.346149362662,522.4173074681331,20,164.0,10,High Value Customer,31818745.053736106,524.8744898897567
C4039,T36002,1,1,9104.26569813165,569.0166061332282,16,22.0,7,High Value Customer,31818745.053736106,524.8744898897567
C3961,T36003,0,1,6061.566055506122,505.1305046255102,12,159.0,6,High Value Customer,31818745.053736106,524.8744898897567
C4716,T36004,0,1,9314.655523967349,465.73277619836745,20,597.0,7,High Value Customer,31818745.053736106,524.8744898897567
C4865,T36005,0,1,7870.117279058273,562.151234218448,14,144.0,6,High Value Customer,31818745.053736106,524.8744898897567
C215,T36008,0,1,9861.855825511191,547.8808791950662,18,405.0,7,High Value Customer,31818745.053736106,524.8744898897567
C623,T36010,0,1,6188.351270250224,562.5773882045659,11,844.0,6,High Value Customer,31818745.053736106,524.8744898897567
C2077,T36012,0,1,7511.256939450473,500.7504626300315,15,116.0,6,High Value Customer,31818745.053736106,524.8744898897567
C3351,T36013,1,1,6773.451718796484,677.3451718796484,10,275.0,4,High Value Customer,31818745.053736106,524.8744898897567
C2926,T36015,0,1,7880.273627935131,492.5171017459457,16,263.0,6,High Value Customer,31818745.053736106,524.8744898897567
C2009,T36016,1,1,10021.77011924594,589.5158893674082,17,140.0,5,High Value Customer,31818745.053736106,524.8744898897567
C585,T36017,0,1,13058.80237321768,687.3053880640884,19,107.0,5,High Value Customer,31818745.053736106,524.8744898897567
C2754,T36020,1,1,4129.746092412769,458.8606769347521,9,1516.0,7,High Value Customer,31818745.053736106,524.8744898897567
C4669,T36022,1,1,4485.3465730358685,498.37184144842985,9,328.0,5,High Value Customer,31818745.053736106,524.8744898897567
C3071,T36023,1,1,7261.178072766338,558.5521594435645,13,1152.0,5,High Value Customer,31818745.053736106,524.8744898897567
C163,T36024,1,1,8976.167699606092,561.0104812253808,16,159.0,7,High Value Customer,31818745.053736106,524.8744898897567
C1649,T36025,1,1,3636.568458483275,519.509779783325,7,1279.0,3,High Value Customer,31818745.053736106,524.8744898897567
C145,T36026,0,1,4836.17062023408,483.61706202340804,10,1684.0,6,High Value Customer,31818745.053736106,524.8744898897567
C3970,T36028,1,1,7164.017980482661,447.7511237801663,16,184.0,7,High Value Customer,31818745.053736106,524.8744898897567
C4194,T36031,1,1,6893.198323752148,530.2460249040114,13,192.0,6,High Value Customer,31818745.053736106,524.8744898897567
C1130,T36032,0,1,3301.923643340444,471.7033776200634,7,715.0,4,High Value Customer,31818745.053736106,524.8744898897567
C1111,T36034,1,1,4587.347965715718,509.70532952396866,9,191.0,5,High Value Customer,31818745.053736106,524.8744898897567
C2064,T36036,0,1,8790.49870939263,517.0881593760371,17,158.0,5,High Value Customer,31818745.053736106,524.8744898897567
C1766,T36037,1,1,5753.14890247418,410.93920731958434,14,421.0,8,High Value Customer,31818745.053736106,524.8744898897567
C1106,T36038,1,1,9854.872747521531,579.6983969130313,17,482.0,5,High Value Customer,31818745.053736106,524.8744898897567
C2708,T36040,0,1,6718.083440577792,516.7756492752148,13,179.0,4,High Value Customer,31818745.053736106,524.8744898897567
C2403,T36041,1,1,4858.001749749793,485.8001749749793,10,679.0,5,High Value Customer,31818745.053736106,524.8744898897567
C1292,T36044,1,1,6656.908129151232,554.742344095936,12,167.0,5,High Value Customer,31818745.053736106,524.8744898897567
C1587,T36045,0,1,7456.065940490427,532.576138606459,14,479.0,6,High Value Customer,31818745.053736106,524.8744898897567
C4006,T36047,0,1,7815.923296153014,459.76019389135377,17,397.0,8,High Value Customer,31818745.053736106,524.8744898897567
C155,T36051,1,1,9887.40948758855,659.1606325059033,15,383.0,5,High Value Customer,31818745.053736106,524.8744898897567
C3665,T36053,1,1,7620.6942917670585,544.3353065547899,14,142.0,6,High Value Customer,31818745.053736106,524.8744898897567
